Local time,Open,High,Low,Close,Volume
07.08.2023 23:31:00.000 GMT+0200,1.10049,1.10049,1.10043,1.10044,54.9
07.08.2023 23:32:00.000 GMT+0200,1.10043,1.10044,1.10030,1.10032,93.12
07.08.2023 23:33:00.000 GMT+0200,1.10034,1.10034,1.10030,1.10030,14.13
07.08.2023 23:34:00.000 GMT+0200,1.10032,1.10032,1.10030,1.10030,4.95
07.08.2023 23:35:00.000 GMT+0200,1.10028,1.10030,1.10028,1.10028,2.7
07.08.2023 23:36:00.000 GMT+0200,1.10028,1.10030,1.10028,1.10030,9.45
07.08.2023 23:37:00.000 GMT+0200,1.10037,1.10037,1.10025,1.10027,40.59
07.08.2023 23:38:00.000 GMT+0200,1.10026,1.10028,1.10021,1.10022,130.06
07.08.2023 23:39:00.000 GMT+0200,1.10025,1.10026,1.10021,1.10023,195.07
07.08.2023 23:40:00.000 GMT+0200,1.10025,1.10026,1.10022,1.10023,201.88
07.08.2023 23:41:00.000 GMT+0200,1.10022,1.10027,1.10021,1.10023,185.9
07.08.2023 23:42:00.000 GMT+0200,1.10023,1.10023,1.10021,1.10021,5.88
07.08.2023 23:43:00.000 GMT+0200,1.10023,1.10023,1.10023,1.10023,0.36
07.08.2023 23:44:00.000 GMT+0200,1.10022,1.10025,1.10021,1.10021,3.52
07.08.2023 23:45:00.000 GMT+0200,1.10022,1.10022,1.10021,1.10021,0.72
07.08.2023 23:46:00.000 GMT+0200,1.10021,1.10022,1.10021,1.10022,9.12
07.08.2023 23:47:00.000 GMT+0200,1.10021,1.10022,1.10021,1.10022,4.27
07.08.2023 23:48:00.000 GMT+0200,1.10023,1.10023,1.10023,1.10023,0.12
07.08.2023 23:49:00.000 GMT+0200,1.10021,1.10021,1.10021,1.10021,0.9
07.08.2023 23:50:00.000 GMT+0200,1.10022,1.10022,1.10022,1.10022,0.12
07.08.2023 23:51:00.000 GMT+0200,1.10023,1.10023,1.10021,1.10022,1.23
07.08.2023 23:52:00.000 GMT+0200,1.10022,1.10022,1.10022,1.10022,0.12
07.08.2023 23:53:00.000 GMT+0200,1.10018,1.10018,1.10017,1.10018,1.14
07.08.2023 23:54:00.000 GMT+0200,1.10021,1.10023,1.10021,1.10023,2.49
07.08.2023 23:55:00.000 GMT+0200,1.10023,1.10023,1.10020,1.10020,6.87
07.08.2023 23:56:00.000 GMT+0200,1.10020,1.10021,1.10020,1.10020,10.2
07.08.2023 23:57:00.000 GMT+0200,1.10019,1.10019,1.10019,1.10019,0.3
07.08.2023 23:58:00.000 GMT+0200,1.10020,1.10020,1.10020,1.10020,1.89
07.08.2023 23:59:00.000 GMT+0200,1.10018,1.10031,1.10018,1.10031,2.88
08.08.2023 00:00:00.000 GMT+0200,1.10031,1.10031,1.10011,1.10020,40.14
08.08.2023 00:01:00.000 GMT+0200,1.10021,1.10029,1.10020,1.10025,33.83
08.08.2023 00:02:00.000 GMT+0200,1.10026,1.10027,1.10026,1.10027,15.3
08.08.2023 00:03:00.000 GMT+0200,1.10025,1.10025,1.10023,1.10023,2.7
08.08.2023 00:04:00.000 GMT+0200,1.10022,1.10022,1.10021,1.10021,6
08.08.2023 00:05:00.000 GMT+0200,1.10021,1.10021,1.10015,1.10015,10.85
08.08.2023 00:06:00.000 GMT+0200,1.10016,1.10017,1.10015,1.10017,21.93
08.08.2023 00:07:00.000 GMT+0200,1.10016,1.10016,1.10016,1.10016,1.8
08.08.2023 00:08:00.000 GMT+0200,1.10015,1.10015,1.10015,1.10015,0.9
08.08.2023 00:09:00.000 GMT+0200,1.10017,1.10017,1.10016,1.10016,3.6
08.08.2023 00:10:00.000 GMT+0200,1.10017,1.10017,1.10016,1.10016,18
08.08.2023 00:11:00.000 GMT+0200,1.10016,1.10019,1.10015,1.10015,54.9
08.08.2023 00:12:00.000 GMT+0200,1.10015,1.10016,1.10013,1.10015,72
08.08.2023 00:13:00.000 GMT+0200,1.10014,1.10019,1.10014,1.10018,14.85
08.08.2023 00:14:00.000 GMT+0200,1.10018,1.10021,1.10018,1.10020,20.7
08.08.2023 00:15:00.000 GMT+0200,1.10021,1.10022,1.10016,1.10016,51.3
08.08.2023 00:16:00.000 GMT+0200,1.10017,1.10017,1.10017,1.10017,0.9
08.08.2023 00:17:00.000 GMT+0200,1.10017,1.10019,1.10017,1.10019,39.6
08.08.2023 00:18:00.000 GMT+0200,1.10017,1.10019,1.10016,1.10016,60.3
08.08.2023 00:19:00.000 GMT+0200,1.10016,1.10017,1.10015,1.10015,103.5
08.08.2023 00:20:00.000 GMT+0200,1.10016,1.10016,1.10010,1.10013,111.33
08.08.2023 00:21:00.000 GMT+0200,1.10011,1.10015,1.10011,1.10014,55.77
08.08.2023 00:22:00.000 GMT+0200,1.10012,1.10021,1.10012,1.10017,37.92
08.08.2023 00:23:00.000 GMT+0200,1.10018,1.10018,1.10016,1.10017,39.6
08.08.2023 00:24:00.000 GMT+0200,1.10016,1.10018,1.10016,1.10017,63.9
08.08.2023 00:25:00.000 GMT+0200,1.10016,1.10018,1.10016,1.10017,12.6
08.08.2023 00:26:00.000 GMT+0200,1.10017,1.10018,1.10017,1.10018,15.75
08.08.2023 00:27:00.000 GMT+0200,1.10018,1.10018,1.10017,1.10018,8.1
08.08.2023 00:28:00.000 GMT+0200,1.10017,1.10020,1.10014,1.10014,12.72
08.08.2023 00:29:00.000 GMT+0200,1.10014,1.10017,1.10014,1.10017,54.9
08.08.2023 00:30:00.000 GMT+0200,1.10017,1.10019,1.10017,1.10018,7.2
08.08.2023 00:31:00.000 GMT+0200,1.10018,1.10019,1.10018,1.10019,5.4
08.08.2023 00:32:00.000 GMT+0200,1.10019,1.10019,1.10018,1.10019,27.9
08.08.2023 00:33:00.000 GMT+0200,1.10019,1.10019,1.10017,1.10018,21.6
08.08.2023 00:34:00.000 GMT+0200,1.10021,1.10022,1.10018,1.10018,48.6
08.08.2023 00:35:00.000 GMT+0200,1.10018,1.10021,1.10018,1.10018,29.7
08.08.2023 00:36:00.000 GMT+0200,1.10017,1.10017,1.10017,1.10017,4.5
08.08.2023 00:37:00.000 GMT+0200,1.10017,1.10023,1.10017,1.10023,54
08.08.2023 00:38:00.000 GMT+0200,1.10023,1.10023,1.10022,1.10022,35.1
08.08.2023 00:39:00.000 GMT+0200,1.10023,1.10023,1.10022,1.10023,26.1
08.08.2023 00:40:00.000 GMT+0200,1.10023,1.10023,1.10023,1.10023,9.9
08.08.2023 00:41:00.000 GMT+0200,1.10023,1.10023,1.10023,1.10023,0
08.08.2023 00:42:00.000 GMT+0200,1.10023,1.10025,1.10023,1.10024,9.9
08.08.2023 00:43:00.000 GMT+0200,1.10025,1.10025,1.10025,1.10025,8.1
08.08.2023 00:44:00.000 GMT+0200,1.10025,1.10030,1.10025,1.10030,13.59
08.08.2023 00:45:00.000 GMT+0200,1.10029,1.10031,1.10029,1.10029,18
08.08.2023 00:46:00.000 GMT+0200,1.10029,1.10033,1.10028,1.10032,19.8
08.08.2023 00:47:00.000 GMT+0200,1.10031,1.10031,1.10027,1.10027,26.1
08.08.2023 00:48:00.000 GMT+0200,1.10025,1.10026,1.10023,1.10023,24.7
08.08.2023 00:49:00.000 GMT+0200,1.10024,1.10025,1.10024,1.10024,10.8
08.08.2023 00:50:00.000 GMT+0200,1.10025,1.10028,1.10025,1.10027,42.3
08.08.2023 00:51:00.000 GMT+0200,1.10028,1.10028,1.10026,1.10027,75.6
08.08.2023 00:52:00.000 GMT+0200,1.10026,1.10027,1.10026,1.10027,63.9
08.08.2023 00:53:00.000 GMT+0200,1.10026,1.10027,1.10026,1.10026,131.4
08.08.2023 00:54:00.000 GMT+0200,1.10025,1.10026,1.10023,1.10023,15.39
08.08.2023 00:55:00.000 GMT+0200,1.10022,1.10022,1.10019,1.10022,57.87
08.08.2023 00:56:00.000 GMT+0200,1.10021,1.10022,1.10021,1.10021,16.2
08.08.2023 00:57:00.000 GMT+0200,1.10021,1.10021,1.10017,1.10017,32.85
08.08.2023 00:58:00.000 GMT+0200,1.10017,1.10017,1.10016,1.10017,63.9
08.08.2023 00:59:00.000 GMT+0200,1.10018,1.10018,1.10015,1.10017,47.25
08.08.2023 01:00:00.000 GMT+0200,1.10018,1.10027,1.10017,1.10027,187.38
08.08.2023 01:01:00.000 GMT+0200,1.10026,1.10030,1.10026,1.10029,48.6
08.08.2023 01:02:00.000 GMT+0200,1.10030,1.10032,1.10030,1.10032,62.55
08.08.2023 01:03:00.000 GMT+0200,1.10033,1.10033,1.10032,1.10032,37.8
08.08.2023 01:04:00.000 GMT+0200,1.10033,1.10037,1.10031,1.10034,109.17
08.08.2023 01:05:00.000 GMT+0200,1.10034,1.10035,1.10032,1.10033,67.68
08.08.2023 01:06:00.000 GMT+0200,1.10032,1.10036,1.10032,1.10033,32.04
08.08.2023 01:07:00.000 GMT+0200,1.10032,1.10038,1.10030,1.10037,47.91
08.08.2023 01:08:00.000 GMT+0200,1.10037,1.10037,1.10027,1.10029,179.79
08.08.2023 01:09:00.000 GMT+0200,1.10028,1.10033,1.10027,1.10032,57.15
08.08.2023 01:10:00.000 GMT+0200,1.10032,1.10037,1.10032,1.10034,63.45
08.08.2023 01:11:00.000 GMT+0200,1.10034,1.10035,1.10031,1.10032,83.07
08.08.2023 01:12:00.000 GMT+0200,1.10031,1.10038,1.10031,1.10038,92.7
08.08.2023 01:13:00.000 GMT+0200,1.10040,1.10042,1.10039,1.10039,27.45
08.08.2023 01:14:00.000 GMT+0200,1.10038,1.10042,1.10038,1.10039,27.45
08.08.2023 01:15:00.000 GMT+0200,1.10039,1.10039,1.10038,1.10039,3.6
08.08.2023 01:16:00.000 GMT+0200,1.10038,1.10038,1.10037,1.10037,17.1
08.08.2023 01:17:00.000 GMT+0200,1.10038,1.10038,1.10037,1.10037,58.5
08.08.2023 01:18:00.000 GMT+0200,1.10038,1.10043,1.10038,1.10043,5.4
08.08.2023 01:19:00.000 GMT+0200,1.10043,1.10046,1.10042,1.10045,25.2
08.08.2023 01:20:00.000 GMT+0200,1.10046,1.10047,1.10044,1.10046,145.35
08.08.2023 01:21:00.000 GMT+0200,1.10047,1.10050,1.10047,1.10047,34.29
08.08.2023 01:22:00.000 GMT+0200,1.10047,1.10047,1.10046,1.10046,32.4
08.08.2023 01:23:00.000 GMT+0200,1.10047,1.10047,1.10046,1.10046,10.8
08.08.2023 01:24:00.000 GMT+0200,1.10045,1.10045,1.10041,1.10041,43.74
08.08.2023 01:25:00.000 GMT+0200,1.10042,1.10046,1.10040,1.10041,124.68
08.08.2023 01:26:00.000 GMT+0200,1.10043,1.10043,1.10036,1.10036,66.15
08.08.2023 01:27:00.000 GMT+0200,1.10035,1.10036,1.10031,1.10032,72.9
08.08.2023 01:28:00.000 GMT+0200,1.10031,1.10037,1.10031,1.10032,65.7
08.08.2023 01:29:00.000 GMT+0200,1.10032,1.10033,1.10032,1.10032,46.8
08.08.2023 01:30:00.000 GMT+0200,1.10036,1.10042,1.10036,1.10037,49.2
08.08.2023 01:31:00.000 GMT+0200,1.10036,1.10042,1.10032,1.10041,63.63
08.08.2023 01:32:00.000 GMT+0200,1.10039,1.10039,1.10036,1.10037,53.03
08.08.2023 01:33:00.000 GMT+0200,1.10036,1.10037,1.10036,1.10037,21.09
08.08.2023 01:34:00.000 GMT+0200,1.10036,1.10041,1.10036,1.10041,92.82
08.08.2023 01:35:00.000 GMT+0200,1.10040,1.10042,1.10039,1.10041,107.19
08.08.2023 01:36:00.000 GMT+0200,1.10042,1.10047,1.10041,1.10046,101.97
08.08.2023 01:37:00.000 GMT+0200,1.10046,1.10047,1.10043,1.10047,9.99
08.08.2023 01:38:00.000 GMT+0200,1.10047,1.10047,1.10047,1.10047,3.6
08.08.2023 01:39:00.000 GMT+0200,1.10045,1.10045,1.10042,1.10042,30.6
08.08.2023 01:40:00.000 GMT+0200,1.10042,1.10042,1.10042,1.10042,0
08.08.2023 01:41:00.000 GMT+0200,1.10043,1.10043,1.10043,1.10043,0.9
08.08.2023 01:42:00.000 GMT+0200,1.10042,1.10043,1.10042,1.10043,10.8
08.08.2023 01:43:00.000 GMT+0200,1.10042,1.10047,1.10042,1.10043,58.05
08.08.2023 01:44:00.000 GMT+0200,1.10043,1.10044,1.10043,1.10043,36
08.08.2023 01:45:00.000 GMT+0200,1.10044,1.10045,1.10043,1.10043,67.59
08.08.2023 01:46:00.000 GMT+0200,1.10042,1.10043,1.10039,1.10041,141.21
08.08.2023 01:47:00.000 GMT+0200,1.10042,1.10047,1.10041,1.10043,93.96
08.08.2023 01:48:00.000 GMT+0200,1.10042,1.10044,1.10041,1.10041,81.45
08.08.2023 01:49:00.000 GMT+0200,1.10042,1.10043,1.10041,1.10042,67.68
08.08.2023 01:50:00.000 GMT+0200,1.10043,1.10043,1.10041,1.10042,101.61
08.08.2023 01:51:00.000 GMT+0200,1.10041,1.10043,1.10041,1.10041,88.65
08.08.2023 01:52:00.000 GMT+0200,1.10042,1.10043,1.10041,1.10041,75.87
08.08.2023 01:53:00.000 GMT+0200,1.10041,1.10043,1.10041,1.10043,252
08.08.2023 01:54:00.000 GMT+0200,1.10043,1.10043,1.10042,1.10042,90
08.08.2023 01:55:00.000 GMT+0200,1.10042,1.10043,1.10041,1.10042,113.58
08.08.2023 01:56:00.000 GMT+0200,1.10041,1.10042,1.10036,1.10037,140.67
08.08.2023 01:57:00.000 GMT+0200,1.10036,1.10038,1.10027,1.10028,118.44
08.08.2023 01:58:00.000 GMT+0200,1.10028,1.10028,1.10022,1.10027,132.51
08.08.2023 01:59:00.000 GMT+0200,1.10026,1.10028,1.10025,1.10026,89.1
08.08.2023 02:00:00.000 GMT+0200,1.10026,1.10043,1.10026,1.10043,254.31
08.08.2023 02:01:00.000 GMT+0200,1.10042,1.10054,1.10032,1.10052,195.39
08.08.2023 02:02:00.000 GMT+0200,1.10051,1.10051,1.10035,1.10042,254.04
08.08.2023 02:03:00.000 GMT+0200,1.10041,1.10042,1.10032,1.10032,150.3
08.08.2023 02:04:00.000 GMT+0200,1.10032,1.10036,1.10021,1.10021,131.7
08.08.2023 02:05:00.000 GMT+0200,1.10021,1.10027,1.10021,1.10027,83.7
08.08.2023 02:06:00.000 GMT+0200,1.10028,1.10035,1.10028,1.10033,90.9
08.08.2023 02:07:00.000 GMT+0200,1.10033,1.10033,1.10022,1.10022,134.12
08.08.2023 02:08:00.000 GMT+0200,1.10023,1.10027,1.10020,1.10022,96.3
08.08.2023 02:09:00.000 GMT+0200,1.10022,1.10023,1.10001,1.10002,231.39
08.08.2023 02:10:00.000 GMT+0200,1.10002,1.10002,1.09991,1.09992,125.1
08.08.2023 02:11:00.000 GMT+0200,1.09992,1.09997,1.09986,1.09996,204.3
08.08.2023 02:12:00.000 GMT+0200,1.09997,1.09998,1.09992,1.09993,139.95
08.08.2023 02:13:00.000 GMT+0200,1.09994,1.10002,1.09993,1.09998,53.03
08.08.2023 02:14:00.000 GMT+0200,1.09998,1.09998,1.09993,1.09997,147.6
08.08.2023 02:15:00.000 GMT+0200,1.10000,1.10000,1.09988,1.09988,116.64
08.08.2023 02:16:00.000 GMT+0200,1.09989,1.09993,1.09980,1.09982,144.45
08.08.2023 02:17:00.000 GMT+0200,1.09981,1.09981,1.09978,1.09978,40.05
08.08.2023 02:18:00.000 GMT+0200,1.09977,1.09977,1.09962,1.09967,191.37
08.08.2023 02:19:00.000 GMT+0200,1.09968,1.09973,1.09966,1.09969,62.1
08.08.2023 02:20:00.000 GMT+0200,1.09969,1.09975,1.09968,1.09970,98.1
08.08.2023 02:21:00.000 GMT+0200,1.09973,1.09973,1.09967,1.09967,98.55
08.08.2023 02:22:00.000 GMT+0200,1.09966,1.09974,1.09966,1.09972,93.15
08.08.2023 02:23:00.000 GMT+0200,1.09972,1.09974,1.09966,1.09967,183.15
08.08.2023 02:24:00.000 GMT+0200,1.09968,1.09968,1.09961,1.09967,219.32
08.08.2023 02:25:00.000 GMT+0200,1.09965,1.09973,1.09961,1.09973,229.57
08.08.2023 02:26:00.000 GMT+0200,1.09972,1.09974,1.09970,1.09971,265.5
08.08.2023 02:27:00.000 GMT+0200,1.09972,1.09974,1.09963,1.09968,301.1
08.08.2023 02:28:00.000 GMT+0200,1.09968,1.09970,1.09961,1.09964,270.92
08.08.2023 02:29:00.000 GMT+0200,1.09965,1.09966,1.09961,1.09963,187.2
08.08.2023 02:30:00.000 GMT+0200,1.09962,1.09963,1.09942,1.09946,259.65
08.08.2023 02:31:00.000 GMT+0200,1.09947,1.09947,1.09938,1.09938,240.21
08.08.2023 02:32:00.000 GMT+0200,1.09938,1.09942,1.09930,1.09941,200.3
08.08.2023 02:33:00.000 GMT+0200,1.09940,1.09943,1.09927,1.09942,215.07
08.08.2023 02:34:00.000 GMT+0200,1.09944,1.09944,1.09938,1.09938,169.74
08.08.2023 02:35:00.000 GMT+0200,1.09938,1.09945,1.09931,1.09943,209.96
08.08.2023 02:36:00.000 GMT+0200,1.09943,1.09943,1.09932,1.09932,118.85
08.08.2023 02:37:00.000 GMT+0200,1.09932,1.09937,1.09931,1.09932,174.8
08.08.2023 02:38:00.000 GMT+0200,1.09931,1.09936,1.09927,1.09933,183.09
08.08.2023 02:39:00.000 GMT+0200,1.09934,1.09934,1.09924,1.09933,258.64
08.08.2023 02:40:00.000 GMT+0200,1.09936,1.09940,1.09936,1.09937,29.88
08.08.2023 02:41:00.000 GMT+0200,1.09938,1.09941,1.09936,1.09937,198.87
08.08.2023 02:42:00.000 GMT+0200,1.09937,1.09941,1.09930,1.09931,228.15
08.08.2023 02:43:00.000 GMT+0200,1.09931,1.09935,1.09925,1.09928,205.35
08.08.2023 02:44:00.000 GMT+0200,1.09927,1.09928,1.09919,1.09919,262.08
08.08.2023 02:45:00.000 GMT+0200,1.09920,1.09922,1.09905,1.09907,275.19
08.08.2023 02:46:00.000 GMT+0200,1.09909,1.09922,1.09906,1.09921,263.73
08.08.2023 02:47:00.000 GMT+0200,1.09922,1.09926,1.09919,1.09921,189
08.08.2023 02:48:00.000 GMT+0200,1.09922,1.09939,1.09921,1.09938,196.2
08.08.2023 02:49:00.000 GMT+0200,1.09937,1.09943,1.09937,1.09941,124.72
08.08.2023 02:50:00.000 GMT+0200,1.09939,1.09946,1.09936,1.09946,163.8
08.08.2023 02:51:00.000 GMT+0200,1.09947,1.09947,1.09936,1.09942,97.65
08.08.2023 02:52:00.000 GMT+0200,1.09942,1.09942,1.09926,1.09931,232.55
08.08.2023 02:53:00.000 GMT+0200,1.09933,1.09936,1.09929,1.09930,190.03
08.08.2023 02:54:00.000 GMT+0200,1.09928,1.09938,1.09916,1.09920,543.06
08.08.2023 02:55:00.000 GMT+0200,1.09921,1.09930,1.09901,1.09902,464.87
08.08.2023 02:56:00.000 GMT+0200,1.09901,1.09910,1.09895,1.09909,307.72
08.08.2023 02:57:00.000 GMT+0200,1.09910,1.09915,1.09910,1.09914,234.83
08.08.2023 02:58:00.000 GMT+0200,1.09916,1.09919,1.09911,1.09913,178.38
08.08.2023 02:59:00.000 GMT+0200,1.09915,1.09922,1.09913,1.09919,214.47
08.08.2023 03:00:00.000 GMT+0200,1.09919,1.09919,1.09909,1.09909,195.39
08.08.2023 03:01:00.000 GMT+0200,1.09909,1.09910,1.09898,1.09898,211.5
08.08.2023 03:02:00.000 GMT+0200,1.09898,1.09909,1.09898,1.09908,272.97
08.08.2023 03:03:00.000 GMT+0200,1.09906,1.09906,1.09885,1.09886,346.14
08.08.2023 03:04:00.000 GMT+0200,1.09886,1.09902,1.09882,1.09902,248.04
08.08.2023 03:05:00.000 GMT+0200,1.09903,1.09904,1.09892,1.09892,136.8
08.08.2023 03:06:00.000 GMT+0200,1.09893,1.09893,1.09888,1.09891,128.16
08.08.2023 03:07:00.000 GMT+0200,1.09891,1.09893,1.09882,1.09882,240.54
08.08.2023 03:08:00.000 GMT+0200,1.09883,1.09896,1.09881,1.09896,109.35
08.08.2023 03:09:00.000 GMT+0200,1.09895,1.09897,1.09889,1.09896,147.27
08.08.2023 03:10:00.000 GMT+0200,1.09894,1.09906,1.09894,1.09901,232.02
08.08.2023 03:11:00.000 GMT+0200,1.09899,1.09900,1.09894,1.09899,87.93
08.08.2023 03:12:00.000 GMT+0200,1.09902,1.09902,1.09885,1.09892,199.53
08.08.2023 03:13:00.000 GMT+0200,1.09891,1.09892,1.09884,1.09886,121.68
08.08.2023 03:14:00.000 GMT+0200,1.09886,1.09906,1.09886,1.09904,124.47
08.08.2023 03:15:00.000 GMT+0200,1.09904,1.09907,1.09900,1.09900,374.79
08.08.2023 03:16:00.000 GMT+0200,1.09901,1.09901,1.09882,1.09891,330.21
08.08.2023 03:17:00.000 GMT+0200,1.09892,1.09892,1.09877,1.09882,255.87
08.08.2023 03:18:00.000 GMT+0200,1.09881,1.09885,1.09873,1.09876,263.25
08.08.2023 03:19:00.000 GMT+0200,1.09878,1.09882,1.09867,1.09867,338.64
08.08.2023 03:20:00.000 GMT+0200,1.09868,1.09873,1.09866,1.09869,363.09
08.08.2023 03:21:00.000 GMT+0200,1.09870,1.09877,1.09860,1.09864,448.13
08.08.2023 03:22:00.000 GMT+0200,1.09863,1.09873,1.09862,1.09863,375.57
08.08.2023 03:23:00.000 GMT+0200,1.09866,1.09876,1.09863,1.09867,414.93
08.08.2023 03:24:00.000 GMT+0200,1.09868,1.09871,1.09861,1.09862,439.83
08.08.2023 03:25:00.000 GMT+0200,1.09861,1.09864,1.09836,1.09838,333.32
08.08.2023 03:26:00.000 GMT+0200,1.09838,1.09841,1.09826,1.09837,478.94
08.08.2023 03:27:00.000 GMT+0200,1.09839,1.09847,1.09837,1.09841,423.93
08.08.2023 03:28:00.000 GMT+0200,1.09842,1.09861,1.09841,1.09855,336.06
08.08.2023 03:29:00.000 GMT+0200,1.09855,1.09859,1.09843,1.09843,221.13
08.08.2023 03:30:00.000 GMT+0200,1.09845,1.09864,1.09845,1.09864,363.92
08.08.2023 03:31:00.000 GMT+0200,1.09864,1.09876,1.09859,1.09876,270.99
08.08.2023 03:32:00.000 GMT+0200,1.09877,1.09878,1.09862,1.09862,365.89
08.08.2023 03:33:00.000 GMT+0200,1.09861,1.09868,1.09857,1.09860,185.4
08.08.2023 03:34:00.000 GMT+0200,1.09859,1.09862,1.09852,1.09853,160.69
08.08.2023 03:35:00.000 GMT+0200,1.09855,1.09855,1.09828,1.09828,185.94
08.08.2023 03:36:00.000 GMT+0200,1.09829,1.09832,1.09808,1.09808,553.86
08.08.2023 03:37:00.000 GMT+0200,1.09808,1.09835,1.09800,1.09827,513.75
08.08.2023 03:38:00.000 GMT+0200,1.09826,1.09827,1.09816,1.09816,446.49
08.08.2023 03:39:00.000 GMT+0200,1.09815,1.09836,1.09815,1.09833,480.24
08.08.2023 03:40:00.000 GMT+0200,1.09834,1.09843,1.09834,1.09838,464.4
08.08.2023 03:41:00.000 GMT+0200,1.09838,1.09838,1.09832,1.09833,288
08.08.2023 03:42:00.000 GMT+0200,1.09832,1.09835,1.09826,1.09829,409.27
08.08.2023 03:43:00.000 GMT+0200,1.09828,1.09831,1.09813,1.09831,320.92
08.08.2023 03:44:00.000 GMT+0200,1.09832,1.09841,1.09829,1.09832,374.81
08.08.2023 03:45:00.000 GMT+0200,1.09834,1.09834,1.09816,1.09818,435.06
08.08.2023 03:46:00.000 GMT+0200,1.09817,1.09826,1.09816,1.09818,291.2
08.08.2023 03:47:00.000 GMT+0200,1.09817,1.09822,1.09814,1.09819,187.2
08.08.2023 03:48:00.000 GMT+0200,1.09819,1.09827,1.09817,1.09827,382.75
08.08.2023 03:49:00.000 GMT+0200,1.09830,1.09834,1.09820,1.09824,315.85
08.08.2023 03:50:00.000 GMT+0200,1.09823,1.09829,1.09819,1.09819,236.05
08.08.2023 03:51:00.000 GMT+0200,1.09819,1.09831,1.09819,1.09826,151.6
08.08.2023 03:52:00.000 GMT+0200,1.09824,1.09824,1.09815,1.09815,181.55
08.08.2023 03:53:00.000 GMT+0200,1.09815,1.09817,1.09787,1.09788,295.4
08.08.2023 03:54:00.000 GMT+0200,1.09787,1.09803,1.09787,1.09799,166.14
08.08.2023 03:55:00.000 GMT+0200,1.09800,1.09800,1.09789,1.09793,159.66
08.08.2023 03:56:00.000 GMT+0200,1.09792,1.09807,1.09788,1.09807,141.39
08.08.2023 03:57:00.000 GMT+0200,1.09805,1.09808,1.09791,1.09791,172.89
08.08.2023 03:58:00.000 GMT+0200,1.09792,1.09795,1.09786,1.09792,266.4
08.08.2023 03:59:00.000 GMT+0200,1.09791,1.09798,1.09790,1.09793,355.95
08.08.2023 04:00:00.000 GMT+0200,1.09792,1.09797,1.09787,1.09794,323.82
08.08.2023 04:01:00.000 GMT+0200,1.09793,1.09796,1.09786,1.09794,139.68
08.08.2023 04:02:00.000 GMT+0200,1.09793,1.09795,1.09784,1.09786,201.06
08.08.2023 04:03:00.000 GMT+0200,1.09787,1.09787,1.09768,1.09774,294.05
08.08.2023 04:04:00.000 GMT+0200,1.09773,1.09797,1.09773,1.09797,404.73
08.08.2023 04:05:00.000 GMT+0200,1.09797,1.09802,1.09795,1.09800,297.45
08.08.2023 04:06:00.000 GMT+0200,1.09798,1.09809,1.09798,1.09804,211.95
08.08.2023 04:07:00.000 GMT+0200,1.09805,1.09808,1.09803,1.09806,222.69
08.08.2023 04:08:00.000 GMT+0200,1.09808,1.09813,1.09805,1.09809,296.1
08.08.2023 04:09:00.000 GMT+0200,1.09809,1.09821,1.09806,1.09812,220.35
08.08.2023 04:10:00.000 GMT+0200,1.09813,1.09818,1.09811,1.09816,144
08.08.2023 04:11:00.000 GMT+0200,1.09816,1.09826,1.09815,1.09823,205.68
08.08.2023 04:12:00.000 GMT+0200,1.09821,1.09830,1.09821,1.09828,132.93
08.08.2023 04:13:00.000 GMT+0200,1.09828,1.09828,1.09819,1.09821,69.47
08.08.2023 04:14:00.000 GMT+0200,1.09822,1.09824,1.09819,1.09822,67.95
08.08.2023 04:15:00.000 GMT+0200,1.09823,1.09833,1.09818,1.09829,162.18
08.08.2023 04:16:00.000 GMT+0200,1.09828,1.09834,1.09827,1.09834,93.42
08.08.2023 04:17:00.000 GMT+0200,1.09835,1.09843,1.09834,1.09842,177.88
08.08.2023 04:18:00.000 GMT+0200,1.09841,1.09855,1.09837,1.09854,187.29
08.08.2023 04:19:00.000 GMT+0200,1.09854,1.09854,1.09842,1.09844,246.8
08.08.2023 04:20:00.000 GMT+0200,1.09845,1.09845,1.09830,1.09830,106.73
08.08.2023 04:21:00.000 GMT+0200,1.09831,1.09836,1.09828,1.09834,103.95
08.08.2023 04:22:00.000 GMT+0200,1.09833,1.09836,1.09830,1.09831,206.79
08.08.2023 04:23:00.000 GMT+0200,1.09831,1.09832,1.09825,1.09827,98.37
08.08.2023 04:24:00.000 GMT+0200,1.09828,1.09835,1.09828,1.09832,166.05
08.08.2023 04:25:00.000 GMT+0200,1.09832,1.09836,1.09827,1.09835,253.8
08.08.2023 04:26:00.000 GMT+0200,1.09835,1.09846,1.09832,1.09844,180.54
08.08.2023 04:27:00.000 GMT+0200,1.09844,1.09854,1.09843,1.09854,209.7
08.08.2023 04:28:00.000 GMT+0200,1.09853,1.09855,1.09837,1.09840,165.6
08.08.2023 04:29:00.000 GMT+0200,1.09839,1.09850,1.09839,1.09849,253.08
08.08.2023 04:30:00.000 GMT+0200,1.09847,1.09857,1.09847,1.09854,94.5
08.08.2023 04:31:00.000 GMT+0200,1.09854,1.09857,1.09847,1.09854,197.19
08.08.2023 04:32:00.000 GMT+0200,1.09854,1.09855,1.09845,1.09855,310.14
08.08.2023 04:33:00.000 GMT+0200,1.09855,1.09872,1.09855,1.09864,177.57
08.08.2023 04:34:00.000 GMT+0200,1.09864,1.09868,1.09854,1.09854,99.49
