Local time,Open,High,Low,Close,Volume
15.08.2023 08:17:00.000 GMT+0200,1.09120,1.09155,1.09119,1.09150,288.71
15.08.2023 08:18:00.000 GMT+0200,1.09150,1.09167,1.09145,1.09157,175.51
15.08.2023 08:19:00.000 GMT+0200,1.09156,1.09175,1.09150,1.09164,293.11
15.08.2023 08:20:00.000 GMT+0200,1.09163,1.09170,1.09161,1.09165,165.13
15.08.2023 08:21:00.000 GMT+0200,1.09165,1.09213,1.09165,1.09213,227.51
15.08.2023 08:22:00.000 GMT+0200,1.09214,1.09222,1.09195,1.09197,265.7
15.08.2023 08:23:00.000 GMT+0200,1.09198,1.09211,1.09196,1.09199,238.35
15.08.2023 08:24:00.000 GMT+0200,1.09199,1.09211,1.09196,1.09211,192.6
15.08.2023 08:25:00.000 GMT+0200,1.09211,1.09221,1.09206,1.09215,184.42
15.08.2023 08:26:00.000 GMT+0200,1.09216,1.09234,1.09213,1.09218,186.64
15.08.2023 08:27:00.000 GMT+0200,1.09218,1.09218,1.09201,1.09203,148.17
15.08.2023 08:28:00.000 GMT+0200,1.09202,1.09214,1.09198,1.09214,141.53
15.08.2023 08:29:00.000 GMT+0200,1.09213,1.09220,1.09199,1.09200,185.47
15.08.2023 08:30:00.000 GMT+0200,1.09200,1.09203,1.09193,1.09194,283.75
15.08.2023 08:31:00.000 GMT+0200,1.09196,1.09216,1.09194,1.09200,239.11
15.08.2023 08:32:00.000 GMT+0200,1.09201,1.09212,1.09199,1.09210,84.49
15.08.2023 08:33:00.000 GMT+0200,1.09210,1.09232,1.09210,1.09230,286.53
15.08.2023 08:34:00.000 GMT+0200,1.09229,1.09229,1.09206,1.09206,148.92
15.08.2023 08:35:00.000 GMT+0200,1.09205,1.09220,1.09194,1.09209,181.96
15.08.2023 08:36:00.000 GMT+0200,1.09209,1.09214,1.09207,1.09209,189.9
15.08.2023 08:37:00.000 GMT+0200,1.09210,1.09218,1.09201,1.09205,212.34
15.08.2023 08:38:00.000 GMT+0200,1.09206,1.09212,1.09195,1.09199,92.56
15.08.2023 08:39:00.000 GMT+0200,1.09197,1.09206,1.09197,1.09200,258.72
15.08.2023 08:40:00.000 GMT+0200,1.09202,1.09205,1.09196,1.09198,296.49
15.08.2023 08:41:00.000 GMT+0200,1.09199,1.09208,1.09196,1.09203,158.09
15.08.2023 08:42:00.000 GMT+0200,1.09203,1.09210,1.09198,1.09210,267.32
15.08.2023 08:43:00.000 GMT+0200,1.09209,1.09210,1.09190,1.09190,486.84
15.08.2023 08:44:00.000 GMT+0200,1.09189,1.09190,1.09174,1.09179,593.53
15.08.2023 08:45:00.000 GMT+0200,1.09180,1.09196,1.09180,1.09192,365.74
15.08.2023 08:46:00.000 GMT+0200,1.09191,1.09228,1.09191,1.09224,161.35
15.08.2023 08:47:00.000 GMT+0200,1.09226,1.09226,1.09218,1.09223,223.07
15.08.2023 08:48:00.000 GMT+0200,1.09222,1.09237,1.09222,1.09236,160.71
15.08.2023 08:49:00.000 GMT+0200,1.09237,1.09238,1.09232,1.09238,79.01
15.08.2023 08:50:00.000 GMT+0200,1.09238,1.09247,1.09231,1.09234,136.72
15.08.2023 08:51:00.000 GMT+0200,1.09233,1.09248,1.09231,1.09241,249.19
15.08.2023 08:52:00.000 GMT+0200,1.09242,1.09247,1.09240,1.09247,219.49
15.08.2023 08:53:00.000 GMT+0200,1.09247,1.09250,1.09244,1.09246,229.02
15.08.2023 08:54:00.000 GMT+0200,1.09247,1.09263,1.09244,1.09258,142.23
15.08.2023 08:55:00.000 GMT+0200,1.09258,1.09258,1.09233,1.09235,320.26
15.08.2023 08:56:00.000 GMT+0200,1.09235,1.09248,1.09233,1.09243,242.97
15.08.2023 08:57:00.000 GMT+0200,1.09241,1.09254,1.09240,1.09251,133.25
15.08.2023 08:58:00.000 GMT+0200,1.09251,1.09254,1.09236,1.09246,231.67
15.08.2023 08:59:00.000 GMT+0200,1.09246,1.09246,1.09227,1.09234,446.33
15.08.2023 09:00:00.000 GMT+0200,1.09234,1.09247,1.09220,1.09220,401.39
15.08.2023 09:01:00.000 GMT+0200,1.09220,1.09245,1.09216,1.09239,465.94
15.08.2023 09:02:00.000 GMT+0200,1.09239,1.09265,1.09238,1.09264,379.62
15.08.2023 09:03:00.000 GMT+0200,1.09264,1.09278,1.09254,1.09276,534.78
15.08.2023 09:04:00.000 GMT+0200,1.09277,1.09292,1.09277,1.09286,231.41
15.08.2023 09:05:00.000 GMT+0200,1.09286,1.09294,1.09283,1.09291,255.98
15.08.2023 09:06:00.000 GMT+0200,1.09293,1.09304,1.09292,1.09299,444.91
15.08.2023 09:07:00.000 GMT+0200,1.09300,1.09304,1.09296,1.09297,131.51
15.08.2023 09:08:00.000 GMT+0200,1.09295,1.09299,1.09283,1.09294,297.19
15.08.2023 09:09:00.000 GMT+0200,1.09296,1.09298,1.09287,1.09287,147.65
15.08.2023 09:10:00.000 GMT+0200,1.09288,1.09288,1.09261,1.09261,309.69
15.08.2023 09:11:00.000 GMT+0200,1.09262,1.09275,1.09254,1.09263,337.58
15.08.2023 09:12:00.000 GMT+0200,1.09263,1.09271,1.09261,1.09263,259.35
15.08.2023 09:13:00.000 GMT+0200,1.09265,1.09275,1.09259,1.09259,244.97
15.08.2023 09:14:00.000 GMT+0200,1.09259,1.09261,1.09252,1.09260,108.11
15.08.2023 09:15:00.000 GMT+0200,1.09262,1.09279,1.09262,1.09269,391.04
15.08.2023 09:16:00.000 GMT+0200,1.09270,1.09278,1.09254,1.09263,415.22
15.08.2023 09:17:00.000 GMT+0200,1.09265,1.09276,1.09265,1.09275,110.61
15.08.2023 09:18:00.000 GMT+0200,1.09275,1.09275,1.09260,1.09261,202.1
15.08.2023 09:19:00.000 GMT+0200,1.09260,1.09267,1.09256,1.09264,97.44
15.08.2023 09:20:00.000 GMT+0200,1.09265,1.09269,1.09249,1.09249,148.74
15.08.2023 09:21:00.000 GMT+0200,1.09248,1.09259,1.09248,1.09256,174.84
15.08.2023 09:22:00.000 GMT+0200,1.09255,1.09267,1.09251,1.09265,368.82
15.08.2023 09:23:00.000 GMT+0200,1.09265,1.09268,1.09259,1.09263,250.06
15.08.2023 09:24:00.000 GMT+0200,1.09263,1.09278,1.09259,1.09259,293.91
15.08.2023 09:25:00.000 GMT+0200,1.09259,1.09259,1.09241,1.09244,455.16
15.08.2023 09:26:00.000 GMT+0200,1.09243,1.09251,1.09211,1.09213,544.47
15.08.2023 09:27:00.000 GMT+0200,1.09212,1.09225,1.09193,1.09214,603.83
15.08.2023 09:28:00.000 GMT+0200,1.09212,1.09213,1.09183,1.09189,749.08
15.08.2023 09:29:00.000 GMT+0200,1.09188,1.09202,1.09173,1.09196,664.58
15.08.2023 09:30:00.000 GMT+0200,1.09196,1.09196,1.09155,1.09176,845.09
15.08.2023 09:31:00.000 GMT+0200,1.09176,1.09220,1.09171,1.09215,462.95
15.08.2023 09:32:00.000 GMT+0200,1.09214,1.09215,1.09184,1.09200,471.65
15.08.2023 09:33:00.000 GMT+0200,1.09199,1.09206,1.09189,1.09204,395.38
15.08.2023 09:34:00.000 GMT+0200,1.09203,1.09207,1.09173,1.09183,484.38
15.08.2023 09:35:00.000 GMT+0200,1.09182,1.09215,1.09174,1.09214,561.18
15.08.2023 09:36:00.000 GMT+0200,1.09214,1.09220,1.09206,1.09211,262.94
15.08.2023 09:37:00.000 GMT+0200,1.09210,1.09230,1.09198,1.09230,652.63
15.08.2023 09:38:00.000 GMT+0200,1.09228,1.09235,1.09207,1.09214,421.55
15.08.2023 09:39:00.000 GMT+0200,1.09216,1.09223,1.09208,1.09219,472.55
15.08.2023 09:40:00.000 GMT+0200,1.09220,1.09230,1.09214,1.09220,585.31
15.08.2023 09:41:00.000 GMT+0200,1.09219,1.09225,1.09218,1.09219,433.49
15.08.2023 09:42:00.000 GMT+0200,1.09222,1.09242,1.09222,1.09240,358.01
15.08.2023 09:43:00.000 GMT+0200,1.09243,1.09257,1.09240,1.09248,247.15
15.08.2023 09:44:00.000 GMT+0200,1.09249,1.09249,1.09237,1.09239,196.76
15.08.2023 09:45:00.000 GMT+0200,1.09237,1.09237,1.09223,1.09223,259.09
15.08.2023 09:46:00.000 GMT+0200,1.09224,1.09252,1.09224,1.09252,173.83
15.08.2023 09:47:00.000 GMT+0200,1.09251,1.09278,1.09251,1.09265,521.58
15.08.2023 09:48:00.000 GMT+0200,1.09265,1.09285,1.09260,1.09264,414.07
15.08.2023 09:49:00.000 GMT+0200,1.09264,1.09271,1.09256,1.09258,240.77
15.08.2023 09:50:00.000 GMT+0200,1.09259,1.09268,1.09251,1.09255,326.22
15.08.2023 09:51:00.000 GMT+0200,1.09255,1.09265,1.09252,1.09262,261.47
15.08.2023 09:52:00.000 GMT+0200,1.09264,1.09266,1.09241,1.09247,258.57
15.08.2023 09:53:00.000 GMT+0200,1.09247,1.09253,1.09239,1.09252,332.84
15.08.2023 09:54:00.000 GMT+0200,1.09251,1.09255,1.09244,1.09252,285.08
15.08.2023 09:55:00.000 GMT+0200,1.09252,1.09254,1.09227,1.09229,170.79
15.08.2023 09:56:00.000 GMT+0200,1.09229,1.09239,1.09227,1.09232,220.33
15.08.2023 09:57:00.000 GMT+0200,1.09232,1.09256,1.09225,1.09256,150.59
15.08.2023 09:58:00.000 GMT+0200,1.09256,1.09257,1.09230,1.09235,291.15
15.08.2023 09:59:00.000 GMT+0200,1.09234,1.09237,1.09226,1.09234,556.73
15.08.2023 10:00:00.000 GMT+0200,1.09233,1.09235,1.09200,1.09207,960.08
15.08.2023 10:01:00.000 GMT+0200,1.09206,1.09206,1.09182,1.09188,803.08
15.08.2023 10:02:00.000 GMT+0200,1.09188,1.09205,1.09188,1.09199,353.67
15.08.2023 10:03:00.000 GMT+0200,1.09199,1.09209,1.09197,1.09204,328.94
15.08.2023 10:04:00.000 GMT+0200,1.09203,1.09224,1.09197,1.09223,340.99
15.08.2023 10:05:00.000 GMT+0200,1.09224,1.09225,1.09204,1.09206,459.82
15.08.2023 10:06:00.000 GMT+0200,1.09207,1.09229,1.09193,1.09229,205.71
15.08.2023 10:07:00.000 GMT+0200,1.09228,1.09250,1.09228,1.09238,362.6
15.08.2023 10:08:00.000 GMT+0200,1.09238,1.09240,1.09222,1.09224,386.19
15.08.2023 10:09:00.000 GMT+0200,1.09224,1.09255,1.09221,1.09252,477.67
15.08.2023 10:10:00.000 GMT+0200,1.09253,1.09259,1.09248,1.09249,476.68
15.08.2023 10:11:00.000 GMT+0200,1.09249,1.09249,1.09229,1.09229,208.4
15.08.2023 10:12:00.000 GMT+0200,1.09232,1.09236,1.09218,1.09223,503.65
15.08.2023 10:13:00.000 GMT+0200,1.09222,1.09224,1.09207,1.09212,426.24
15.08.2023 10:14:00.000 GMT+0200,1.09213,1.09235,1.09212,1.09231,358.46
15.08.2023 10:15:00.000 GMT+0200,1.09231,1.09231,1.09204,1.09208,507.88
15.08.2023 10:16:00.000 GMT+0200,1.09210,1.09217,1.09191,1.09196,325.97
15.08.2023 10:17:00.000 GMT+0200,1.09194,1.09204,1.09184,1.09203,170.27
15.08.2023 10:18:00.000 GMT+0200,1.09205,1.09226,1.09204,1.09225,201.88
15.08.2023 10:19:00.000 GMT+0200,1.09227,1.09245,1.09225,1.09236,226.49
15.08.2023 10:20:00.000 GMT+0200,1.09237,1.09239,1.09215,1.09223,613.91
15.08.2023 10:21:00.000 GMT+0200,1.09222,1.09224,1.09189,1.09189,509.13
15.08.2023 10:22:00.000 GMT+0200,1.09190,1.09204,1.09190,1.09204,352.92
15.08.2023 10:23:00.000 GMT+0200,1.09207,1.09212,1.09192,1.09198,216.84
15.08.2023 10:24:00.000 GMT+0200,1.09197,1.09231,1.09197,1.09231,394.25
15.08.2023 10:25:00.000 GMT+0200,1.09232,1.09232,1.09214,1.09220,344.06
15.08.2023 10:26:00.000 GMT+0200,1.09220,1.09229,1.09215,1.09228,263.59
15.08.2023 10:27:00.000 GMT+0200,1.09228,1.09229,1.09209,1.09210,343.49
15.08.2023 10:28:00.000 GMT+0200,1.09211,1.09217,1.09209,1.09216,265.63
15.08.2023 10:29:00.000 GMT+0200,1.09217,1.09217,1.09202,1.09203,431.37
15.08.2023 10:30:00.000 GMT+0200,1.09202,1.09202,1.09181,1.09183,300.45
15.08.2023 10:31:00.000 GMT+0200,1.09183,1.09201,1.09178,1.09200,345.65
15.08.2023 10:32:00.000 GMT+0200,1.09201,1.09229,1.09200,1.09214,655.54
15.08.2023 10:33:00.000 GMT+0200,1.09213,1.09218,1.09202,1.09212,639.07
15.08.2023 10:34:00.000 GMT+0200,1.09213,1.09220,1.09199,1.09202,598.79
15.08.2023 10:35:00.000 GMT+0200,1.09201,1.09203,1.09191,1.09192,337.87
15.08.2023 10:36:00.000 GMT+0200,1.09193,1.09197,1.09189,1.09197,154.78
15.08.2023 10:37:00.000 GMT+0200,1.09198,1.09210,1.09198,1.09204,287.67
15.08.2023 10:38:00.000 GMT+0200,1.09206,1.09231,1.09202,1.09228,536.72
15.08.2023 10:39:00.000 GMT+0200,1.09227,1.09246,1.09218,1.09242,434.85
15.08.2023 10:40:00.000 GMT+0200,1.09242,1.09255,1.09239,1.09252,382.87
15.08.2023 10:41:00.000 GMT+0200,1.09252,1.09278,1.09246,1.09277,337.27
15.08.2023 10:42:00.000 GMT+0200,1.09276,1.09290,1.09267,1.09290,383.97
15.08.2023 10:43:00.000 GMT+0200,1.09290,1.09305,1.09287,1.09297,314.63
15.08.2023 10:44:00.000 GMT+0200,1.09296,1.09308,1.09282,1.09304,489.11
15.08.2023 10:45:00.000 GMT+0200,1.09305,1.09307,1.09286,1.09293,205.71
15.08.2023 10:46:00.000 GMT+0200,1.09294,1.09329,1.09294,1.09328,201.04
15.08.2023 10:47:00.000 GMT+0200,1.09329,1.09343,1.09326,1.09338,326.15
15.08.2023 10:48:00.000 GMT+0200,1.09336,1.09337,1.09325,1.09332,247.86
15.08.2023 10:49:00.000 GMT+0200,1.09334,1.09334,1.09290,1.09297,473.56
15.08.2023 10:50:00.000 GMT+0200,1.09296,1.09309,1.09292,1.09303,222.42
15.08.2023 10:51:00.000 GMT+0200,1.09302,1.09309,1.09294,1.09297,245.21
15.08.2023 10:52:00.000 GMT+0200,1.09298,1.09310,1.09289,1.09300,193.31
15.08.2023 10:53:00.000 GMT+0200,1.09301,1.09310,1.09301,1.09302,121.77
15.08.2023 10:54:00.000 GMT+0200,1.09301,1.09306,1.09283,1.09285,258.71
15.08.2023 10:55:00.000 GMT+0200,1.09287,1.09297,1.09285,1.09293,192.53
15.08.2023 10:56:00.000 GMT+0200,1.09294,1.09300,1.09293,1.09298,111.24
15.08.2023 10:57:00.000 GMT+0200,1.09299,1.09303,1.09294,1.09294,57.39
15.08.2023 10:58:00.000 GMT+0200,1.09295,1.09297,1.09285,1.09295,258.7
15.08.2023 10:59:00.000 GMT+0200,1.09296,1.09297,1.09276,1.09277,387.04
15.08.2023 11:00:00.000 GMT+0200,1.09278,1.09293,1.09257,1.09267,457.72
15.08.2023 11:01:00.000 GMT+0200,1.09268,1.09277,1.09263,1.09264,178.51
15.08.2023 11:02:00.000 GMT+0200,1.09264,1.09280,1.09264,1.09278,260.35
15.08.2023 11:03:00.000 GMT+0200,1.09277,1.09277,1.09259,1.09267,378.96
15.08.2023 11:04:00.000 GMT+0200,1.09268,1.09279,1.09266,1.09271,186.55
15.08.2023 11:05:00.000 GMT+0200,1.09271,1.09282,1.09263,1.09263,146.89
15.08.2023 11:06:00.000 GMT+0200,1.09264,1.09285,1.09264,1.09279,128.95
15.08.2023 11:07:00.000 GMT+0200,1.09279,1.09297,1.09279,1.09295,250.72
15.08.2023 11:08:00.000 GMT+0200,1.09293,1.09296,1.09284,1.09285,175.68
15.08.2023 11:09:00.000 GMT+0200,1.09287,1.09299,1.09285,1.09291,261.32
15.08.2023 11:10:00.000 GMT+0200,1.09290,1.09290,1.09282,1.09286,283.82
15.08.2023 11:11:00.000 GMT+0200,1.09287,1.09288,1.09264,1.09267,172.68
15.08.2023 11:12:00.000 GMT+0200,1.09266,1.09275,1.09248,1.09253,373.04
15.08.2023 11:13:00.000 GMT+0200,1.09252,1.09255,1.09241,1.09241,340.43
15.08.2023 11:14:00.000 GMT+0200,1.09241,1.09247,1.09231,1.09231,193.68
15.08.2023 11:15:00.000 GMT+0200,1.09230,1.09234,1.09216,1.09216,329.76
15.08.2023 11:16:00.000 GMT+0200,1.09215,1.09224,1.09213,1.09224,212.16
15.08.2023 11:17:00.000 GMT+0200,1.09223,1.09230,1.09220,1.09224,114.28
15.08.2023 11:18:00.000 GMT+0200,1.09225,1.09248,1.09225,1.09246,80.93
15.08.2023 11:19:00.000 GMT+0200,1.09246,1.09249,1.09237,1.09239,145.5
15.08.2023 11:20:00.000 GMT+0200,1.09239,1.09259,1.09239,1.09259,353.24
15.08.2023 11:21:00.000 GMT+0200,1.09259,1.09259,1.09241,1.09241,276.62
15.08.2023 11:22:00.000 GMT+0200,1.09241,1.09244,1.09235,1.09238,164.26
15.08.2023 11:23:00.000 GMT+0200,1.09239,1.09251,1.09232,1.09247,281.94
15.08.2023 11:24:00.000 GMT+0200,1.09248,1.09257,1.09246,1.09256,326.69
15.08.2023 11:25:00.000 GMT+0200,1.09257,1.09291,1.09250,1.09284,244.04
15.08.2023 11:26:00.000 GMT+0200,1.09286,1.09290,1.09273,1.09277,183.81
15.08.2023 11:27:00.000 GMT+0200,1.09278,1.09293,1.09278,1.09288,207.41
15.08.2023 11:28:00.000 GMT+0200,1.09288,1.09294,1.09284,1.09291,139.75
15.08.2023 11:29:00.000 GMT+0200,1.09290,1.09290,1.09275,1.09278,200.52
15.08.2023 11:30:00.000 GMT+0200,1.09278,1.09293,1.09271,1.09288,377.11
15.08.2023 11:31:00.000 GMT+0200,1.09289,1.09293,1.09285,1.09291,313
15.08.2023 11:32:00.000 GMT+0200,1.09291,1.09297,1.09281,1.09290,160.16
15.08.2023 11:33:00.000 GMT+0200,1.09288,1.09289,1.09280,1.09288,118.64
15.08.2023 11:34:00.000 GMT+0200,1.09288,1.09290,1.09283,1.09286,209.3
15.08.2023 11:35:00.000 GMT+0200,1.09284,1.09289,1.09284,1.09285,36.9
15.08.2023 11:36:00.000 GMT+0200,1.09286,1.09303,1.09286,1.09303,101.47
15.08.2023 11:37:00.000 GMT+0200,1.09304,1.09331,1.09303,1.09324,133.78
15.08.2023 11:38:00.000 GMT+0200,1.09324,1.09339,1.09324,1.09339,161.19
15.08.2023 11:39:00.000 GMT+0200,1.09337,1.09364,1.09335,1.09364,504.95
15.08.2023 11:40:00.000 GMT+0200,1.09363,1.09369,1.09350,1.09361,403.96
15.08.2023 11:41:00.000 GMT+0200,1.09362,1.09362,1.09346,1.09352,400.93
15.08.2023 11:42:00.000 GMT+0200,1.09352,1.09373,1.09349,1.09369,193.29
15.08.2023 11:43:00.000 GMT+0200,1.09368,1.09379,1.09362,1.09364,258.15
15.08.2023 11:44:00.000 GMT+0200,1.09364,1.09372,1.09352,1.09358,331.2
15.08.2023 11:45:00.000 GMT+0200,1.09359,1.09378,1.09359,1.09378,257.06
15.08.2023 11:46:00.000 GMT+0200,1.09377,1.09398,1.09377,1.09398,194.83
15.08.2023 11:47:00.000 GMT+0200,1.09397,1.09398,1.09380,1.09388,221.81
15.08.2023 11:48:00.000 GMT+0200,1.09388,1.09428,1.09388,1.09406,739.66
15.08.2023 11:49:00.000 GMT+0200,1.09407,1.09428,1.09392,1.09423,451.37
15.08.2023 11:50:00.000 GMT+0200,1.09422,1.09441,1.09416,1.09434,242.53
15.08.2023 11:51:00.000 GMT+0200,1.09436,1.09446,1.09432,1.09437,361.79
15.08.2023 11:52:00.000 GMT+0200,1.09437,1.09439,1.09419,1.09423,218.58
15.08.2023 11:53:00.000 GMT+0200,1.09424,1.09436,1.09421,1.09435,124.48
15.08.2023 11:54:00.000 GMT+0200,1.09434,1.09443,1.09430,1.09443,128.39
15.08.2023 11:55:00.000 GMT+0200,1.09443,1.09448,1.09434,1.09439,247.19
15.08.2023 11:56:00.000 GMT+0200,1.09439,1.09439,1.09414,1.09414,262.65
15.08.2023 11:57:00.000 GMT+0200,1.09415,1.09415,1.09401,1.09408,232.29
15.08.2023 11:58:00.000 GMT+0200,1.09407,1.09411,1.09402,1.09405,324.05
15.08.2023 11:59:00.000 GMT+0200,1.09405,1.09411,1.09392,1.09403,410.75
15.08.2023 12:00:00.000 GMT+0200,1.09401,1.09407,1.09391,1.09403,365.51
15.08.2023 12:01:00.000 GMT+0200,1.09404,1.09404,1.09383,1.09399,445.02
15.08.2023 12:02:00.000 GMT+0200,1.09400,1.09409,1.09391,1.09392,466.24
15.08.2023 12:03:00.000 GMT+0200,1.09391,1.09392,1.09372,1.09386,605.42
15.08.2023 12:04:00.000 GMT+0200,1.09386,1.09394,1.09378,1.09391,382.95
15.08.2023 12:05:00.000 GMT+0200,1.09391,1.09403,1.09386,1.09391,551.82
15.08.2023 12:06:00.000 GMT+0200,1.09392,1.09411,1.09391,1.09403,371.72
15.08.2023 12:07:00.000 GMT+0200,1.09404,1.09412,1.09400,1.09400,402.61
15.08.2023 12:08:00.000 GMT+0200,1.09399,1.09420,1.09398,1.09414,583.91
15.08.2023 12:09:00.000 GMT+0200,1.09416,1.09428,1.09416,1.09426,241.02
15.08.2023 12:10:00.000 GMT+0200,1.09425,1.09428,1.09417,1.09418,187.55
15.08.2023 12:11:00.000 GMT+0200,1.09418,1.09420,1.09402,1.09416,325.44
15.08.2023 12:12:00.000 GMT+0200,1.09417,1.09429,1.09411,1.09425,482.33
15.08.2023 12:13:00.000 GMT+0200,1.09427,1.09428,1.09412,1.09412,522.55
15.08.2023 12:14:00.000 GMT+0200,1.09413,1.09413,1.09404,1.09406,232.65
15.08.2023 12:15:00.000 GMT+0200,1.09407,1.09415,1.09401,1.09413,328.52
15.08.2023 12:16:00.000 GMT+0200,1.09413,1.09414,1.09391,1.09391,190.42
15.08.2023 12:17:00.000 GMT+0200,1.09390,1.09416,1.09390,1.09397,227.89
15.08.2023 12:18:00.000 GMT+0200,1.09396,1.09405,1.09391,1.09402,251.33
15.08.2023 12:19:00.000 GMT+0200,1.09401,1.09401,1.09381,1.09383,275.73
15.08.2023 12:20:00.000 GMT+0200,1.09382,1.09392,1.09373,1.09392,447.55
15.08.2023 12:21:00.000 GMT+0200,1.09391,1.09406,1.09376,1.09379,531.19
15.08.2023 12:22:00.000 GMT+0200,1.09378,1.09394,1.09372,1.09382,221.6
15.08.2023 12:23:00.000 GMT+0200,1.09380,1.09388,1.09370,1.09375,277.78
15.08.2023 12:24:00.000 GMT+0200,1.09379,1.09390,1.09371,1.09375,360.04
15.08.2023 12:25:00.000 GMT+0200,1.09376,1.09390,1.09375,1.09375,291.9
15.08.2023 12:26:00.000 GMT+0200,1.09375,1.09375,1.09349,1.09359,664.71
15.08.2023 12:27:00.000 GMT+0200,1.09358,1.09359,1.09346,1.09352,528.71
15.08.2023 12:28:00.000 GMT+0200,1.09356,1.09370,1.09356,1.09361,217.46
15.08.2023 12:29:00.000 GMT+0200,1.09362,1.09374,1.09352,1.09353,383.02
15.08.2023 12:30:00.000 GMT+0200,1.09351,1.09351,1.09331,1.09335,418.95
15.08.2023 12:31:00.000 GMT+0200,1.09334,1.09355,1.09333,1.09339,455.93
15.08.2023 12:32:00.000 GMT+0200,1.09339,1.09345,1.09326,1.09332,434.36
15.08.2023 12:33:00.000 GMT+0200,1.09332,1.09344,1.09330,1.09333,292.11
15.08.2023 12:34:00.000 GMT+0200,1.09335,1.09346,1.09331,1.09336,551.28
15.08.2023 12:35:00.000 GMT+0200,1.09337,1.09350,1.09331,1.09339,223.54
15.08.2023 12:36:00.000 GMT+0200,1.09341,1.09353,1.09341,1.09353,175.23
15.08.2023 12:37:00.000 GMT+0200,1.09356,1.09359,1.09340,1.09353,253.1
15.08.2023 12:38:00.000 GMT+0200,1.09355,1.09361,1.09350,1.09360,283.26
15.08.2023 12:39:00.000 GMT+0200,1.09359,1.09363,1.09348,1.09353,201.36
15.08.2023 12:40:00.000 GMT+0200,1.09354,1.09365,1.09352,1.09365,320.74
15.08.2023 12:41:00.000 GMT+0200,1.09365,1.09373,1.09362,1.09363,273.61
15.08.2023 12:42:00.000 GMT+0200,1.09364,1.09364,1.09354,1.09356,309.02
15.08.2023 12:43:00.000 GMT+0200,1.09356,1.09366,1.09348,1.09365,416.98
15.08.2023 12:44:00.000 GMT+0200,1.09364,1.09370,1.09360,1.09366,301.72
15.08.2023 12:45:00.000 GMT+0200,1.09366,1.09373,1.09362,1.09373,140.07
15.08.2023 12:46:00.000 GMT+0200,1.09370,1.09374,1.09361,1.09362,279.71
15.08.2023 12:47:00.000 GMT+0200,1.09361,1.09364,1.09359,1.09363,231.03
15.08.2023 12:48:00.000 GMT+0200,1.09362,1.09366,1.09354,1.09356,87.29
15.08.2023 12:49:00.000 GMT+0200,1.09357,1.09367,1.09355,1.09361,182.34
15.08.2023 12:50:00.000 GMT+0200,1.09361,1.09362,1.09339,1.09341,333.25
15.08.2023 12:51:00.000 GMT+0200,1.09342,1.09358,1.09342,1.09347,75.19
15.08.2023 12:52:00.000 GMT+0200,1.09345,1.09361,1.09332,1.09357,456.4
15.08.2023 12:53:00.000 GMT+0200,1.09356,1.09371,1.09355,1.09361,361.97
15.08.2023 12:54:00.000 GMT+0200,1.09362,1.09371,1.09360,1.09367,170.38
15.08.2023 12:55:00.000 GMT+0200,1.09367,1.09371,1.09354,1.09358,321.38
15.08.2023 12:56:00.000 GMT+0200,1.09357,1.09360,1.09346,1.09346,263.24
15.08.2023 12:57:00.000 GMT+0200,1.09347,1.09353,1.09346,1.09347,54.55
15.08.2023 12:58:00.000 GMT+0200,1.09346,1.09353,1.09341,1.09346,131.64
15.08.2023 12:59:00.000 GMT+0200,1.09345,1.09353,1.09345,1.09348,265.69
15.08.2023 13:00:00.000 GMT+0200,1.09347,1.09347,1.09319,1.09321,466.87
15.08.2023 13:01:00.000 GMT+0200,1.09321,1.09326,1.09316,1.09320,297.01
15.08.2023 13:02:00.000 GMT+0200,1.09321,1.09337,1.09319,1.09321,369.31
15.08.2023 13:03:00.000 GMT+0200,1.09320,1.09320,1.09315,1.09317,217.26
15.08.2023 13:04:00.000 GMT+0200,1.09318,1.09321,1.09290,1.09290,379.7
15.08.2023 13:05:00.000 GMT+0200,1.09291,1.09296,1.09290,1.09296,165.18
15.08.2023 13:06:00.000 GMT+0200,1.09296,1.09300,1.09281,1.09289,349.27
15.08.2023 13:07:00.000 GMT+0200,1.09291,1.09291,1.09277,1.09290,335.91
15.08.2023 13:08:00.000 GMT+0200,1.09291,1.09316,1.09290,1.09310,299.5
15.08.2023 13:09:00.000 GMT+0200,1.09310,1.09318,1.09305,1.09314,219.83
15.08.2023 13:10:00.000 GMT+0200,1.09316,1.09330,1.09314,1.09329,181.03
15.08.2023 13:11:00.000 GMT+0200,1.09329,1.09341,1.09329,1.09337,157.45
15.08.2023 13:12:00.000 GMT+0200,1.09336,1.09341,1.09334,1.09336,194.78
15.08.2023 13:13:00.000 GMT+0200,1.09334,1.09341,1.09331,1.09338,92.74
15.08.2023 13:14:00.000 GMT+0200,1.09336,1.09342,1.09333,1.09333,135.85
15.08.2023 13:15:00.000 GMT+0200,1.09331,1.09336,1.09329,1.09336,245.23
15.08.2023 13:16:00.000 GMT+0200,1.09337,1.09340,1.09333,1.09340,206.5
15.08.2023 13:17:00.000 GMT+0200,1.09340,1.09342,1.09334,1.09335,216.63
15.08.2023 13:18:00.000 GMT+0200,1.09334,1.09335,1.09325,1.09330,175.29
15.08.2023 13:19:00.000 GMT+0200,1.09331,1.09332,1.09327,1.09331,160.56
